participant.id_in_session;participant.code;participant.label;participant._is_bot;participant._index_in_pages;participant._max_page_index;participant._current_app_name;participant._current_page_name;participant.time_started_utc;participant.visited;participant.mturk_worker_id;participant.mturk_assignment_id;participant.payoff;player.id_in_group;player.role;player.payoff;player.consent_given;player.cumulative_earnings;player.test1_pending_earnings;player.qcm_click_sequence;player.dummy_field;player.treatment;player.phase;player.flower_colors;player.nutrient_choice;player.score_per_flower;player.Vround;player.score_reel;player.noise_applied;player.exploration_flower_pairs_order;player.year_of_birth;player.feedback;group.id_in_subsession;subsession.round_number;session.code;session.label;session.mturk_HITId;session.mturk_HITGroupId;session.comment;session.is_demo
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.48;0.0;;ok;Anomaly no CT;Second phase;"[""Orange"", ""Green""]";"[[""Red"", ""Yellow""], [""Blue"", ""Yellow""]]";[0.8, 0.8];0;"[""8"", ""8""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;11;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.53;0.0;;ok;Anomaly no CT;Second phase;"[""Orange"", ""Green""]";"[[""Red"", ""Yellow""], [""Blue"", ""Yellow""]]";[0.8, 0.8];-1;"[""7"", ""7""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;12;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.57;0.0;;ok;Anomaly no CT;Second phase;"[""Purple"", ""Yellow""]";"[[""Red"", ""Blue""], [""Yellow"", """"]]";[0.6, 0.5];0;"[""6"", ""5""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;13;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.62;0.0;;ok;Anomaly no CT;Second phase;"[""Green"", ""Orange""]";"[[""Yellow"", ""Blue""], [""Red"", ""Yellow""]]";[0.8, 0.8];-1;"[""7"", ""7""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;14;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.67;0.0;;ok;Anomaly no CT;Second phase;"[""Purple"", ""Yellow""]";"[[""Red"", ""Blue""], [""Red"", ""Blue""]]";[0.6, 0.6];1;"[""7"", ""7""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;15;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.71;0.0;;ok;Anomaly no CT;Second phase;"[""Yellow"", ""Purple""]";"[[""Blue"", ""Red""], [""Yellow"", ""Blue""]]";[0.6, 0.8];-1;"[""5"", ""7""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;16;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.76;0.0;;ok;Anomaly no CT;Second phase;"[""Purple"", ""Yellow""]";"[[""Yellow"", ""Red""], [""Red"", ""Blue""]]";[0.8, 0.6];0;"[""8"", ""6""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;17;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.82;0.0;;ok;Anomaly no CT;Second phase;"[""Orange"", ""Green""]";"[[""Red"", ""Yellow""], [""Blue"", ""Yellow""]]";[0.8, 0.8];1;"[""9"", ""9""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;18;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.87;0.0;;ok;Anomaly no CT;Second phase;"[""Green"", ""Orange""]";"[[""Yellow"", ""Blue""], [""Red"", ""Yellow""]]";[0.8, 0.8];0;"[""8"", ""8""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;19;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.92;0.0;;ok;Anomaly no CT;Second phase;"[""Green"", ""Orange""]";"[[""Blue"", ""Yellow""], [""Yellow"", ""Red""]]";[0.8, 0.8];0;"[""8"", ""8""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;20;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;0.97;0.0;;ok;Anomaly no CT;Second phase;"[""Yellow"", ""Purple""]";"[[""Red"", ""Blue""], [""Yellow"", ""Red""]]";[0.6, 0.8];1;"[""7"", ""9""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;21;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;1.02;0.0;;ok;Anomaly no CT;Second phase;"[""Green"", ""Orange""]";"[[""Yellow"", ""Blue""], [""Red"", ""Yellow""]]";[0.8, 0.8];-1;"[""7"", ""7""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;22;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;1.07;0.0;;ok;Anomaly no CT;Second phase;"[""Yellow"", ""Purple""]";"[[""Red"", ""Blue""], [""Red"", ""Yellow""]]";[0.6, 0.8];0;"[""6"", ""8""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;23;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;1.11;0.0;;ok;Anomaly no CT;Second phase;"[""Yellow"", ""Purple""]";"[[""Yellow"", """"], [""Red"", ""Yellow""]]";[0.5, 0.8];-1;"[""4"", ""7""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;24;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;1.17;0.0;;ok;Anomaly no CT;Second phase;"[""Green"", ""Orange""]";"[[""Blue"", ""Yellow""], [""Red"", ""Yellow""]]";[0.8, 0.8];1;"[""9"", ""9""]";[null, null];"[[""Red"", ""Blue""], [""Green"", ""Orange""], [""Red"", ""Blue""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Orange"", ""Green""], [""Purple"", ""Yellow""], [""Green"", ""Orange""], [""Purple"", ""Yellow""], [""Yellow"", ""Purple""], [""Purple"", ""Yellow""], [""Orange"", ""Green""], [""Green"", ""Orange""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Green"", ""Orange""], [""Yellow"", ""Purple""], [""Yellow"", ""Purple""], [""Green"", ""Orange""]]";;;1;25;jh2otyuo;;;;;0
6;6jpggikb;55e876f25e4d360012cc283d;0;182;182;flowerfieldtask;Results;2026-02-06 13:25:16.151676;1;;;0.0;6;;0.0;;1.65;0.0;;ok;Anomaly no CT;Results;"[""Green"", ""Yellow"", ""Purple"", ""Red"", ""Orange"", ""Blue""]";"[[""Blue"", ""Yellow""], [""Red"", ""Blue""], [""Red"", ""Blue""], [""Red"", """"], [""Red"", ""Yellow""], [""Blue"", ""Yellow""]]";[1.6, 1.2, 1.2, 0.6, 1.6, 1.6];-1;"[""15"", ""11"", ""11"", ""5"", ""15"", ""15""]";[null, null, null, null, null, null];;1994;;1;26;jh2otyuo;;;;;0
4;dt13zy5v;56fad9e4997828000c802706;0;182;182;flowerfieldtask;Results;2026-02-06 10:08:59.375799;1;;;0.0;4;;0.0;yes;0.04;0.0;"[{""slide"":""5/10"",""text"":""Flower growth based on my nutrient choices"",""correct"":true,""timestamp"":1770372609213},{""slide"":""9/10"",""text"":""The total earnings are calculated by adding the earnings from each round."",""correct"":true,""timestamp"":1770372636397}]";ok;Anomaly CT;First phase;"[""Orange"", ""Green""]";"[[""Red"", ""Blue""], [""Yellow"", """"]]";[0.6, 0.5];0;"[""6"", ""5""]";[null, null];;;;1;1;amlhhgj9;;;;;0
4;dt13zy5v;56fad9e4997828000c802706;0;182;182;flowerfieldtask;Results;2026-02-06 10:08:59.375799;1;;;0.0;4;;0.0;;0.1;0.0;;ok;Anomaly CT;First phase;"[""Green"", ""Orange"", ""Orange""]";"[[""Red"", ""Blue""], [""Red"", ""Yellow""], [""Yellow"", ""Blue""]]";[0.6, 0.8, 0.8];-1;"[""5"", ""7"", ""7""]";[null, null, null];;;;1;2;amlhhgj9;;;;;0
4;dt13zy5v;56fad9e4997828000c802706;0;182;182;flowerfieldtask;Results;2026-02-06 10:08:59.375799;1;;;0.0;4;;0.0;;0.17;0.0;;ok;Anomaly CT;First phase;"[""Orange"", ""Green"", ""Green""]";"[[""Red"", ""Yellow""], [""Red"", """"], [""Blue"", ""Yellow""]]";[0.8, 0.3, 0.8];1;"[""9"", ""4"", ""9""]";[null, null, null];;;;1;3;amlhhgj9;;;;;0
4;dt13zy5v;56fad9e4997828000c802706;0;182;182;flowerfieldtask;Results;2026-02-06 10:08:59.375799;1;;;0.0;4;;0.0;;0.22;0.0;;ok;Anomaly CT;First phase;"[""Green"", ""Orange""]";"[[""Blue"", ""Yellow""], [""Red"", ""Yellow""]]";[0.8, 0.8];0;"[""8"", ""8""]";[null, null];;;;1;4;amlhhgj9;;;;;0
4;dt13zy5v;56fad9e4997828000c802706;0;182;182;flowerfieldtask;Results;2026-02-06 10:08:59.375799;1;;;0.0;4;;0.0;;0.22;0.26;;ok;Anomaly CT;Test 1;"[""Green"", ""Yellow"", ""Purple"", ""Red"", ""Orange"", ""Blue""]";"[[""Yellow"", ""Blue""], [""Yellow"", """"], [""Red"", ""Blue""], [""Red"", ""Blue""], [""Red"", ""Yellow""], [""Blue"", """"]]";[1.6, 1.0, 1.2, 1.2, 1.6, 0.6];1;"[""17"", ""11"", ""13"", ""13"", ""17"", ""7""]";[null, null, null, null, null, null];;;;1;5;amlhhgj9;;;;;0
4;dt13zy5v;56fad9e4997828000c802706;0;182;182;flowerfieldtask;Results;2026-02-06 10:08:59.375799;1;;;0.0;4;;0.0;;0.27;0.0;;ok;Anomaly CT;Second phase;"[""Green"", ""Green""]";"[[""Blue"", ""Yellow""], [""Red"", ""Blue""]]";[0.8, 0.6];1;"[""9"", ""7""]";[null, null];"[[""Green"", ""Green""], [""Blue"", ""Yellow""], [""Orange"", ""Orange""], [""Red"", ""Yellow""], [""Green"", ""Purple""], [""Blue"", ""Yellow""], [""Purple"", ""Purple""], [""Orange"", ""Orange""], [""Green"", ""Green""], [""Orange"", ""Purple""], [""Red"", ""Yellow""], [""Green"", ""Purple""], [""Green"", ""Green""], [""Yellow"", ""Yellow""], [""Orange"", ""Orange""], [""Purple"", ""Purple""], [""Yellow"", ""Yellow""], [""Orange"", ""Purple""], [""Green"", ""Green""], [""Orange"", ""Orange""]]";;;1;6;amlhhgj9;;;;;0
